timestamp,nifty_spot,vix,atm,adx,bbw_pct,percent_b,ema_slope_pct,candle_count,verdict
2026-06-08 10:22:41.491,23183.0500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:22:46.697,23181.8500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:22:52.150,23180.4500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:22:57.664,23181.0000,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:03.093,23180.8500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:08.266,23183.1500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:13.729,23181.4000,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:18.926,23181.9500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:24.686,23183.6000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:30.115,23182.3000,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:35.301,23184.7500,16.9900,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:40.497,23185.3500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:45.659,23183.9500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:50.882,23184.8000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:23:56.049,23185.8500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:01.230,23184.8000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:06.644,23185.3000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:11.819,23184.4500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:16.995,23185.7000,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:22.261,23184.9500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:27.421,23181.3000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:32.595,23179.0500,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:37.808,23179.4500,17.0300,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:42.999,23179.8500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:48.413,23182.8000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:53.829,23183.1000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:24:59.010,23181.8500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,14,FLAT
2026-06-08 10:25:04.209,23182.3500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:09.860,23180.8500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:15.227,23182.0000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:20.404,23182.9000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:25.731,23183.8000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:30.899,23182.6000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:36.077,23181.3500,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:41.251,23181.6000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:46.702,23178.3500,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:52.101,23179.4000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:25:57.558,23176.3000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:02.811,23178.0000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:07.987,23179.6000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:13.209,23176.7000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:18.657,23177.7000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:23.820,23176.2500,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:28.983,23175.2000,17.0200,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:34.531,23173.9000,17.0300,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:39.736,23174.2000,17.0300,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:44.922,23174.4000,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:50.533,23173.2500,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:26:55.715,23175.2500,17.0300,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:01.124,23173.7500,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:06.594,23172.0000,17.0400,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:11.983,23171.9500,17.0400,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:17.157,23173.8500,17.0400,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:22.321,23170.8000,17.0300,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:27.498,23171.2000,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:32.664,23169.9000,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:37.891,23167.7000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:43.053,23166.6000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:48.239,23165.7000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:53.407,23166.8000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:27:58.584,23165.9500,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:03.763,23165.2000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:08.935,23164.7000,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:14.371,23164.5500,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:19.900,23165.0500,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:25.099,23164.2000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:30.261,23166.4000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:35.421,23166.0000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:40.615,23166.8000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:45.829,23166.8500,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:50.999,23168.8500,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:28:56.159,23170.7000,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:01.363,23172.2000,17.0200,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:06.865,23173.4000,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:12.068,23174.0500,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:17.250,23174.9500,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:22.419,23176.1500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:27.889,23176.6500,17.0000,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:33.076,23175.0000,17.0100,23200.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:38.490,23173.7000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:43.706,23174.3000,17.0000,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:51.316,23173.0000,16.9900,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:29:56.604,23173.3500,17.0100,23150.0000,0.0000,0.0000,0.5000,0.0000,15,FLAT
2026-06-08 10:30:01.813,23173.6000,16.9900,23150.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:07.658,23174.8000,16.9900,23150.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:13.325,23172.8500,17.0100,23150.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:18.742,23173.5500,17.0100,23150.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:24.234,23174.9500,17.0000,23150.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:29.458,23175.5000,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:34.660,23175.9500,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:39.867,23178.1000,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:45.041,23179.2000,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:50.320,23180.2000,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:30:55.706,23180.0000,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:01.041,23182.2000,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:06.255,23181.6500,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:11.486,23182.5000,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:16.689,23187.7000,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:21.906,23188.1500,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:27.130,23189.1500,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:32.325,23188.7500,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:37.524,23191.6500,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:42.719,23192.3000,17.0000,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
2026-06-08 10:31:47.912,23192.2500,16.9900,23200.0000,0.5640,0.0000,0.5000,0.0000,16,FLAT
