timestamp,nifty_spot,vix,atm,adx,bbw_pct,percent_b,ema_slope_pct,candle_count,verdict
2026-06-03 09:59:11.770,23257.9500,16.3200,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:16.942,23260.8500,16.3100,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:22.107,23264.9000,16.3100,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:27.301,23267.4000,16.2900,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:32.472,23264.7500,16.2600,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:37.650,23254.9500,16.2700,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:42.797,23254.0000,16.2700,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:47.932,23251.8500,16.2800,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:53.100,23252.1000,16.3300,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 09:59:58.254,23252.2000,16.3000,23250.0000,0.0000,2.0000,0.5000,0.0000,9,FLAT
2026-06-03 10:00:03.409,23250.5000,16.3000,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:08.563,23251.3000,16.2900,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:13.736,23251.4000,16.2900,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:18.901,23251.1000,16.2900,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:24.054,23248.0500,16.3000,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:29.200,23247.9000,16.3000,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
2026-06-03 10:00:34.364,23247.7500,16.3000,23250.0000,0.0000,0.0000,0.5000,0.0000,10,FLAT
